tomato OrthoGene,arabidopsis OrthoGene,Orthogroup,tomato Symbol,arabidopsis Symbol
4081_0:004b78,3702_0:002c7a,444529at3193,LOC101259366,AT2G39110
4081_0:000599,3702_0:003952,444529at3193,LOC101248422,AT3G09830
4081_0:00307b,3702_0:003952,444529at3193,LOC101254208,AT3G09830
4081_0:00446f,3702_0:003952,444529at3193,LOC101252910,AT3G09830
4081_0:004517,3702_0:003952,444529at3193,LOC101257497,AT3G09830
4081_0:004806,3702_0:003952,444529at3193,LOC101267733,AT3G09830
4081_0:004b78,3702_0:003952,444529at3193,LOC101259366,AT3G09830
4081_0:000599,3702_0:004680,444529at3193,LOC101248422,AT4G17660
4081_0:00307b,3702_0:004680,444529at3193,LOC101254208,AT4G17660
4081_0:00446f,3702_0:004680,444529at3193,LOC101252910,AT4G17660
4081_0:004517,3702_0:004680,444529at3193,LOC101257497,AT4G17660
4081_0:004806,3702_0:004680,444529at3193,LOC101267733,AT4G17660
4081_0:004b78,3702_0:004680,444529at3193,LOC101259366,AT4G17660
4081_0:000599,3702_0:0057a2,444529at3193,LOC101248422,AT5G47070
4081_0:00307b,3702_0:0057a2,444529at3193,LOC101254208,AT5G47070
4081_0:00446f,3702_0:0057a2,444529at3193,LOC101252910,AT5G47070
4081_0:004517,3702_0:0057a2,444529at3193,LOC101257497,AT5G47070
4081_0:004806,3702_0:0057a2,444529at3193,LOC101267733,AT5G47070
4081_0:004b78,3702_0:0057a2,444529at3193,LOC101259366,AT5G47070
4081_0:000599,3702_0:00622d,444529at3193,LOC101248422,AT5G03320
4081_0:00307b,3702_0:00622d,444529at3193,LOC101254208,AT5G03320
4081_0:00446f,3702_0:00622d,444529at3193,LOC101252910,AT5G03320
4081_0:004517,3702_0:00622d,444529at3193,LOC101257497,AT5G03320
4081_0:004806,3702_0:00622d,444529at3193,LOC101267733,AT5G03320
4081_0:004b78,3702_0:00622d,444529at3193,LOC101259366,AT5G03320
4081_0:005a10,3702_0:004f89,444649at3193,er-sHSP,AT4G10250
4081_0:00151b,3702_0:006a5d,444862at3193,LOC101251651,AT5G14510
4081_0:003e0a,3702_0:00441f,445002at3193,LOC101244201,AT4G03560
4081_0:0019ca,3702_0:0031ef,445024at3193,LOC101251858,AT3G51790
4081_0:004d5c,3702_0:0031ef,445024at3193,LOC101244026,AT3G51790
4081_0:0011b2,3702_0:00148c,44518at3193,LOC101267374,AT1G29170
4081_0:0011b2,3702_0:002a5f,44518at3193,LOC101267374,AT2G34150
4081_0:0015f4,3702_0:0038c0,4451at3193,LOC101246680,AT3G50120
4081_0:0015f4,3702_0:003c9a,4451at3193,LOC101246680,AT3G50170
4081_0:0015f4,3702_0:003f3d,4451at3193,LOC101246680,AT3G50160
4081_0:0015f4,3702_0:00400d,4451at3193,LOC101246680,AT3G50200
4081_0:0033de,3702_0:0033e1,44531at3193,LOC543925,AT3G11200
4081_0:004984,3702_0:0033e1,44531at3193,LOC101251316,AT3G11200
4081_0:0050b7,3702_0:0033e1,44531at3193,LOC101249220,AT3G11200
4081_0:0053e5,3702_0:0033e1,44531at3193,LOC101262577,AT3G11200
4081_0:0033de,3702_0:005d80,44531at3193,LOC543925,Os03g0425000
4081_0:004984,3702_0:005d80,44531at3193,LOC101251316,Os03g0425000
4081_0:0050b7,3702_0:005d80,44531at3193,LOC101249220,Os03g0425000
4081_0:0053e5,3702_0:005d80,44531at3193,LOC101262577,Os03g0425000
4081_0:004051,3702_0:00550b,445457at3193,LOC109120956,AT5G46795
4081_0:001b7a,3702_0:0046d1,445671at3193,LOC101259516,AT4G27840
4081_0:001b7a,3702_0:006549,445671at3193,LOC101259516,AT5G52990
4081_0:000ed4,3702_0:0061f0,446170at3193,LOC101266474,AT5G64670
4081_0:00045a,3702_0:001dac,446302at3193,LOC101259089,AT2G45660
4081_0:000610,3702_0:001dac,446302at3193,LOC544075,AT2G45660
4081_0:001a05,3702_0:001dac,446302at3193,FYFL,AT2G45660
4081_0:002139,3702_0:001dac,446302at3193,LOC101262811,AT2G45660
4081_0:00306c,3702_0:001dac,446302at3193,LOC101244491,AT2G45660
4081_0:004687,3702_0:001dac,446302at3193,LOC101250432,AT2G45660
4081_0:005cf0,3702_0:001dac,446302at3193,LOC101267688,AT2G45660
4081_0:00045a,3702_0:004371,446302at3193,LOC101259089,AT4G11880
4081_0:000610,3702_0:004371,446302at3193,LOC544075,AT4G11880
4081_0:001a05,3702_0:004371,446302at3193,FYFL,AT4G11880
4081_0:002139,3702_0:004371,446302at3193,LOC101262811,AT4G11880
4081_0:00306c,3702_0:004371,446302at3193,LOC101244491,AT4G11880
4081_0:004687,3702_0:004371,446302at3193,LOC101250432,AT4G11880
4081_0:005cf0,3702_0:004371,446302at3193,LOC101267688,AT4G11880
4081_0:00045a,3702_0:004db3,446302at3193,LOC101259089,AT4G22950
4081_0:000610,3702_0:004db3,446302at3193,LOC544075,AT4G22950
4081_0:001a05,3702_0:004db3,446302at3193,FYFL,AT4G22950
4081_0:002139,3702_0:004db3,446302at3193,LOC101262811,AT4G22950
4081_0:00306c,3702_0:004db3,446302at3193,LOC101244491,AT4G22950
4081_0:004687,3702_0:004db3,446302at3193,LOC101250432,AT4G22950
4081_0:005cf0,3702_0:004db3,446302at3193,LOC101267688,AT4G22950
4081_0:00045a,3702_0:0053a1,446302at3193,LOC101259089,AT5G62165
4081_0:000610,3702_0:0053a1,446302at3193,LOC544075,AT5G62165
4081_0:001a05,3702_0:0053a1,446302at3193,FYFL,AT5G62165
4081_0:002139,3702_0:0053a1,446302at3193,LOC101262811,AT5G62165
4081_0:00306c,3702_0:0053a1,446302at3193,LOC101244491,AT5G62165
4081_0:004687,3702_0:0053a1,446302at3193,LOC101250432,AT5G62165
4081_0:005cf0,3702_0:0053a1,446302at3193,LOC101267688,AT5G62165
4081_0:00045a,3702_0:006482,446302at3193,LOC101259089,AT5G51860
4081_0:000610,3702_0:006482,446302at3193,LOC544075,AT5G51860
4081_0:001a05,3702_0:006482,446302at3193,FYFL,AT5G51860
4081_0:002139,3702_0:006482,446302at3193,LOC101262811,AT5G51860
4081_0:00306c,3702_0:006482,446302at3193,LOC101244491,AT5G51860
4081_0:004687,3702_0:006482,446302at3193,LOC101250432,AT5G51860
4081_0:005cf0,3702_0:006482,446302at3193,LOC101267688,AT5G51860
4081_0:001186,3702_0:001227,446547at3193,LOC101246293,AT1G79110
4081_0:001484,3702_0:001227,446547at3193,LOC101250858,AT1G79110
4081_0:001186,3702_0:00237e,446547at3193,LOC101246293,AT2G12290
4081_0:001484,3702_0:00237e,446547at3193,LOC101250858,AT2G12290
4081_0:001186,3702_0:003ec2,446547at3193,LOC101246293,AT3G12920
4081_0:001484,3702_0:003ec2,446547at3193,LOC101250858,AT3G12920
4081_0:001186,3702_0:004ce7,446547at3193,LOC101246293,AT4G19700
4081_0:001484,3702_0:004ce7,446547at3193,LOC101250858,AT4G19700
4081_0:001186,3702_0:0066a8,446547at3193,LOC101246293,AT5G45100
4081_0:001484,3702_0:0066a8,446547at3193,LOC101250858,AT5G45100
4081_0:000348,3702_0:0005fe,44660at3193,LOC101264254,AT1G01880
4081_0:000deb,3702_0:000157,446912at3193,AGO2A,AT1G31290
4081_0:001241,3702_0:000157,446912at3193,LOC101248264,AT1G31290
4081_0:000deb,3702_0:000b3d,446912at3193,AGO2A,AT1G31280
4081_0:001241,3702_0:000b3d,446912at3193,LOC101248264,AT1G31280
4081_0:0011ba,3702_0:00441a,446976at3193,LOC101253740,AT4G36660
4081_0:001ad4,3702_0:00441a,446976at3193,LOC101254457,AT4G36660
4081_0:0026a3,3702_0:00441a,446976at3193,LOC101256584,AT4G36660
4081_0:0011ba,3702_0:005275,446976at3193,LOC101253740,AT5G65650
4081_0:001ad4,3702_0:005275,446976at3193,LOC101254457,AT5G65650
4081_0:0026a3,3702_0:005275,446976at3193,LOC101256584,AT5G65650
4081_0:00553d,3702_0:0031da,446984at3193,LOC112940066,AT3G44280
4081_0:00553d,3702_0:00526c,446984at3193,LOC112940066,AT5G22280
4081_0:00553d,3702_0:0063f2,446984at3193,LOC112940066,AT5G06265
4081_0:001416,3702_0:0035c8,44708at3193,LOC101247098,AT3G49650
4081_0:000a49,3702_0:001438,447121at3193,LOC101256807,AT1G63830
4081_0:0053c2,3702_0:001438,447121at3193,LOC101255928,AT1G63830
4081_0:0061bf,3702_0:001438,447121at3193,LOC101265212,AT1G63830
4081_0:000a49,3702_0:004e2c,447121at3193,LOC101256807,AT4G23470
4081_0:0053c2,3702_0:004e2c,447121at3193,LOC101255928,AT4G23470
4081_0:0061bf,3702_0:004e2c,447121at3193,LOC101265212,AT4G23470
4081_0:000a49,3702_0:005d68,447121at3193,LOC101256807,AT5G41390
4081_0:0053c2,3702_0:005d68,447121at3193,LOC101255928,AT5G41390
4081_0:0061bf,3702_0:005d68,447121at3193,LOC101265212,AT5G41390
4081_0:000e1f,3702_0:0048fa,447161at3193,LOC101247875,AT4G37830
4081_0:001c9d,3702_0:0048fa,447161at3193,LOC101264898,AT4G37830
4081_0:002d0a,3702_0:002d69,447308at3193,LOC109120268,AT3G07568
4081_0:0027a9,3702_0:0020e7,44765at3193,LOC101266812,AT2G47630
4081_0:004888,3702_0:0020e7,44765at3193,LOC101246087,AT2G47630
4081_0:0027a9,3702_0:0024f1,44765at3193,LOC101266812,AT2G39420
4081_0:004888,3702_0:0024f1,44765at3193,LOC101246087,AT2G39420
4081_0:0027a9,3702_0:002678,44765at3193,LOC101266812,AT2G39400
4081_0:004888,3702_0:002678,44765at3193,LOC101246087,AT2G39400
4081_0:0027a9,3702_0:002776,44765at3193,LOC101266812,AT2G39410
4081_0:004888,3702_0:002776,44765at3193,LOC101246087,AT2G39410
4081_0:0027a9,3702_0:003777,44765at3193,LOC101266812,AT3G55180
4081_0:004888,3702_0:003777,44765at3193,LOC101246087,AT3G55180
4081_0:0027a9,3702_0:003ac2,44765at3193,LOC101266812,AT3G62860
4081_0:004888,3702_0:003ac2,44765at3193,LOC101246087,AT3G62860
4081_0:003fc5,3702_0:0050bb,447774at3193,LOC104648939,AT4G11010
4081_0:004589,3702_0:0050bb,447774at3193,LOC101260252,AT4G11010
4081_0:000a86,3702_0:006183,447925at3193,LOC101263049,AT5G13120
4081_0:0052a5,3702_0:001f11,447984at3193,LOC104649457,AT2G46735
4081_0:000434,3702_0:0036b9,448192at3193,LOC101260486,AT3G05360
4081_0:00267e,3702_0:0036b9,448192at3193,LOC101261321,AT3G05360
4081_0:005c5a,3702_0:0036b9,448192at3193,LOC104644333,AT3G05360
4081_0:005cf7,3702_0:0036b9,448192at3193,LOC104644334,AT3G05360
4081_0:005e72,3702_0:0036b9,448192at3193,LOC104644838,AT3G05360
4081_0:005f46,3702_0:0036b9,448192at3193,LOC104644839,AT3G05360
4081_0:003d36,3702_0:0010eb,448231at3193,LOC101262537,AT1G23070
4081_0:001084,3702_0:001791,448346at3193,LOC101263271,AT1G30480
4081_0:0002dc,3702_0:000b15,448462at3193,LOC101253308,AT1G34460
4081_0:003350,3702_0:000b15,448462at3193,LOC543746,AT1G34460
4081_0:004e37,3702_0:000b15,448462at3193,LOC543730,AT1G34460
4081_0:005014,3702_0:000b15,448462at3193,CYCB1-2,AT1G34460
4081_0:0002dc,3702_0:0027fe,448462at3193,LOC101253308,AT2G26760
4081_0:003350,3702_0:0027fe,448462at3193,LOC543746,AT2G26760
4081_0:004e37,3702_0:0027fe,448462at3193,LOC543730,AT2G26760
4081_0:005014,3702_0:0027fe,448462at3193,CYCB1-2,AT2G26760
4081_0:0002dc,3702_0:003b73,448462at3193,LOC101253308,AT3G11520
4081_0:003350,3702_0:003b73,448462at3193,LOC543746,AT3G11520
4081_0:004e37,3702_0:003b73,448462at3193,LOC543730,AT3G11520
4081_0:005014,3702_0:003b73,448462at3193,CYCB1-2,AT3G11520
4081_0:0002dc,3702_0:005cd8,448462at3193,LOC101253308,AT5G06150
4081_0:003350,3702_0:005cd8,448462at3193,LOC543746,AT5G06150
4081_0:004e37,3702_0:005cd8,448462at3193,LOC543730,AT5G06150
4081_0:005014,3702_0:005cd8,448462at3193,CYCB1-2,AT5G06150
4081_0:00297b,3702_0:0066dd,44855at3193,LOC101260136,AT5G14320
4081_0:006390,3702_0:006aca,448712at3193,ndhG,ndhG
4081_0:0047fe,3702_0:005742,448747at3193,TRM27/28a,AT5G03670
4081_0:005427,3702_0:005742,448747at3193,TRM27/28b,AT5G03670
4081_0:002dde,3702_0:000cdf,44875at3193,ASCL,AT1G13580
4081_0:002dde,3702_0:003714,44875at3193,ASCL,AT3G25540
4081_0:005a58,3702_0:0038fe,448963at3193,LOC104644768,AT3G44716
4081_0:0056a5,3702_0:0007e5,449035at3193,LOC101260509,AT1G51405
4081_0:001108,3702_0:001be5,449112at3193,LOC101262273,AT2G03130
4081_0:001108,3702_0:00455f,449112at3193,LOC101262273,AT4G36420
4081_0:000fc8,3702_0:000b57,44944at3193,MBP10,AT1G26310
4081_0:0010a9,3702_0:000b57,44944at3193,MBP20,AT1G26310
4081_0:001e62,3702_0:000b57,44944at3193,FUL2,AT1G26310
4081_0:00345b,3702_0:000b57,44944at3193,FUL1,AT1G26310
4081_0:000fc8,3702_0:000f02,44944at3193,MBP10,AT1G69120
4081_0:0010a9,3702_0:000f02,44944at3193,MBP20,AT1G69120
4081_0:001e62,3702_0:000f02,44944at3193,FUL2,AT1G69120
4081_0:00345b,3702_0:000f02,44944at3193,FUL1,AT1G69120
4081_0:000fc8,3702_0:0062ff,44944at3193,MBP10,AT5G60910
4081_0:0010a9,3702_0:0062ff,44944at3193,MBP20,AT5G60910
4081_0:001e62,3702_0:0062ff,44944at3193,FUL2,AT5G60910
4081_0:00345b,3702_0:0062ff,44944at3193,FUL1,AT5G60910
4081_0:003700,3702_0:00332a,449460at3193,LOC101252997,AT3G03490
4081_0:003700,3702_0:006071,449460at3193,LOC101252997,AT5G17550
4081_0:0057b3,3702_0:000179,44953at3193,LOC101245903,AT1G51390
4081_0:0057b3,3702_0:00331c,44953at3193,LOC101245903,AT3G20970
4081_0:002221,3702_0:000429,449567at3193,LOC101260716,AT1G29020
4081_0:002221,3702_0:000960,449567at3193,LOC101260716,AT1G29025
4081_0:002221,3702_0:00241c,449567at3193,LOC101260716,AT2G34020
4081_0:002221,3702_0:002b9b,449567at3193,LOC101260716,AT2G34030
4081_0:004c40,3702_0:002e53,449702at3193,LOC101257597,AT3G22380
4081_0:004c40,3702_0:004155,449702at3193,LOC101257597,AT3G63180
4081_0:003cfc,3702_0:003cce,449732at3193,LOC101252507,AT3G24080
4081_0:004d1d,3702_0:00302f,45010at3193,LOC101253617,AT3G09720
4081_0:0052f9,3702_0:00632b,450256at3193,LOC101267069,AT5G09570
4081_0:0052f9,3702_0:0064a1,450256at3193,LOC101267069,AT5G64400
4081_0:00190e,3702_0:0045c4,45029at3193,LOC101249532,AT4G25280
4081_0:0040f8,3702_0:00647f,45043at3193,LOC101262140,AT5G45610
4081_0:001505,3702_0:005723,450542at3193,LOC112940909,AT5G15670
4081_0:004d0a,3702_0:005723,450542at3193,LOC104649068,AT5G15670
4081_0:000e7f,3702_0:000150,45057at3193,LOC112940046,AT1G10390
4081_0:0011d4,3702_0:000150,45057at3193,LOC101266481,AT1G10390
4081_0:00134f,3702_0:000150,45057at3193,LOC104644288,AT1G10390
4081_0:0026a1,3702_0:000150,45057at3193,LOC101245750,AT1G10390
4081_0:000e7f,3702_0:0009f9,45057at3193,LOC112940046,AT1G59660
4081_0:0011d4,3702_0:0009f9,45057at3193,LOC101266481,AT1G59660
4081_0:00134f,3702_0:0009f9,45057at3193,LOC104644288,AT1G59660
4081_0:0026a1,3702_0:0009f9,45057at3193,LOC101245750,AT1G59660
4081_0:002d57,3702_0:005aab,450712at3193,LOC112941504,AT5G66980
4081_0:003963,3702_0:001d3f,450726at3193,LOC101255712,AT2G42840
4081_0:004eda,3702_0:001d3f,450726at3193,LOC101250930,AT2G42840
4081_0:005e07,3702_0:001d3f,450726at3193,LOC101261198,AT2G42840
4081_0:000e26,3702_0:000445,45264at3193,LOC101266289,AT1G19630
4081_0:00267c,3702_0:000445,45264at3193,LOC101267805,AT1G19630
4081_0:000603,3702_0:0044c8,45349at3193,LOC101263947,AT4G22440
4081_0:000603,3702_0:004d30,45349at3193,LOC101263947,AT4G22970
4081_0:000603,3702_0:0065f3,45349at3193,LOC101263947,AT5G28550
4081_0:005096,3702_0:0056ac,45383at3193,LOC101255941,AT5G01350
4081_0:0050c8,3702_0:0056ac,45383at3193,LOC101246395,AT5G01350
4081_0:002216,3702_0:00584b,45396at3193,LOC101248671,AT5G42210
4081_0:003891,3702_0:00584b,45396at3193,LOC101267718,AT5G42210
4081_0:005454,3702_0:00584b,45396at3193,LOC101267067,AT5G42210
4081_0:005850,3702_0:00584b,45396at3193,LOC101246686,AT5G42210
4081_0:005af6,3702_0:00584b,45396at3193,LOC101246199,AT5G42210
4081_0:005ce1,3702_0:00584b,45396at3193,LOC101250386,AT5G42210
4081_0:005fcb,3702_0:002f67,45419at3193,LOC101260210,AT3G14120
4081_0:0054f2,3702_0:000cd8,45422at3193,LOC101255158,AT1G36390
4081_0:0022d4,3702_0:002384,4543at3193,LOC101252982,AT2G32295
4081_0:0022d4,3702_0:006428,4543at3193,LOC101252982,AT5G35730
4081_0:0040b9,3702_0:004206,45483at3193,LOC101244402,AT4G23040
4081_0:0040b9,3702_0:004ef8,45483at3193,LOC101244402,AT4G11740
4081_0:0040b9,3702_0:0051e0,45483at3193,LOC101244402,AT4G00752
4081_0:0056e1,3702_0:0061f9,45546at3193,LOC101266990,AT5G55490
4081_0:0011a1,3702_0:003472,45581at3193,LOC101255354,AT3G51160
4081_0:001fb7,3702_0:003472,45581at3193,LOC101266709,AT3G51160
4081_0:0011a1,3702_0:005aa2,45581at3193,LOC101255354,AT5G66280
4081_0:001fb7,3702_0:005aa2,45581at3193,LOC101266709,AT5G66280
4081_0:0014eb,3702_0:006971,45738at3193,LOC101255049,AT5G39790
4081_0:000a47,3702_0:001821,45779at3193,LOC543892,AT1G32350
4081_0:003fd9,3702_0:001821,45779at3193,LOC101247941,AT1G32350
4081_0:0044ab,3702_0:001821,45779at3193,LOC543825,AT1G32350
4081_0:004595,3702_0:001821,45779at3193,AOX1a,AT1G32350
4081_0:000a47,3702_0:003b9a,45779at3193,LOC543892,AT3G27620
4081_0:003fd9,3702_0:003b9a,45779at3193,LOC101247941,AT3G27620
4081_0:0044ab,3702_0:003b9a,45779at3193,LOC543825,AT3G27620
4081_0:004595,3702_0:003b9a,45779at3193,AOX1a,AT3G27620
4081_0:000a47,3702_0:003ce1,45779at3193,LOC543892,AT3G22370
4081_0:003fd9,3702_0:003ce1,45779at3193,LOC101247941,AT3G22370
4081_0:0044ab,3702_0:003ce1,45779at3193,LOC543825,AT3G22370
4081_0:004595,3702_0:003ce1,45779at3193,AOX1a,AT3G22370
4081_0:000a47,3702_0:003da0,45779at3193,LOC543892,AT3G22360
4081_0:003fd9,3702_0:003da0,45779at3193,LOC101247941,AT3G22360
4081_0:0044ab,3702_0:003da0,45779at3193,LOC543825,AT3G22360
4081_0:004595,3702_0:003da0,45779at3193,AOX1a,AT3G22360
4081_0:000a47,3702_0:006640,45779at3193,LOC543892,AT5G64210
4081_0:003fd9,3702_0:006640,45779at3193,LOC101247941,AT5G64210
4081_0:0044ab,3702_0:006640,45779at3193,LOC543825,AT5G64210
4081_0:004595,3702_0:006640,45779at3193,AOX1a,AT5G64210
4081_0:0001e4,3702_0:00610a,45935at3193,LOC101267556,AT5G21970
4081_0:0052c3,3702_0:0043e0,45955at3193,LOC101261554,AT4G28260
4081_0:001d8f,3702_0:005631,46010at3193,LOC101261314,AT5G63290
4081_0:000791,3702_0:001bef,46057at3193,LOC101258786,AT2G46610
4081_0:0051f1,3702_0:001bef,46057at3193,LOC101266564,AT2G46610
4081_0:000791,3702_0:002e59,46057at3193,LOC101258786,AT3G61860
4081_0:0051f1,3702_0:002e59,46057at3193,LOC101266564,AT3G61860
4081_0:0006f0,3702_0:003e63,46278at3193,LOC101263062,AT3G63530
4081_0:0055e4,3702_0:003e63,46278at3193,LOC101255658,AT3G63530
4081_0:003f80,3702_0:0067f0,46283at3193,LOC101244978,AT5G24970
4081_0:000337,3702_0:002f06,46312at3193,AT3G45970,AT3G45970
4081_0:000337,3702_0:00391b,46312at3193,AT3G45970,AT3G45960
4081_0:000337,3702_0:0050cd,46312at3193,AT3G45970,AT4G38400
4081_0:0010af,3702_0:004084,46395at3193,LOC101255955,AT3G50430
4081_0:001421,3702_0:002525,46448at3193,LOC101266583,AT2G18410
4081_0:00023a,3702_0:0023e2,46453at3193,LOC101252227,AT2G41340
4081_0:002183,3702_0:0023e2,46453at3193,LOC101255881,AT2G41340
4081_0:00023a,3702_0:003711,46453at3193,LOC101252227,AT3G57080
4081_0:002183,3702_0:003711,46453at3193,LOC101255881,AT3G57080
4081_0:00023a,3702_0:004086,46453at3193,LOC101252227,AT3G54490
4081_0:002183,3702_0:004086,46453at3193,LOC101255881,AT3G54490
4081_0:00607e,3702_0:004d8d,46473at3193,LOC101248851,AT4G12540
4081_0:00032a,3702_0:001ffd,46556at3193,LOC101255230,AT2G41070
4081_0:004f10,3702_0:001ffd,46556at3193,LOC101259896,AT2G41070
4081_0:005297,3702_0:001ffd,46556at3193,LOC101253950,AT2G41070
4081_0:00032a,3702_0:00235e,46556at3193,LOC101255230,AT2G41070
4081_0:004f10,3702_0:00235e,46556at3193,LOC101259896,AT2G41070
4081_0:005297,3702_0:00235e,46556at3193,LOC101253950,AT2G41070
4081_0:00032a,3702_0:002eb8,46556at3193,LOC101255230,AT3G56850
4081_0:004f10,3702_0:002eb8,46556at3193,LOC101259896,AT3G56850
4081_0:005297,3702_0:002eb8,46556at3193,LOC101253950,AT3G56850
4081_0:005929,3702_0:00491e,46565at3193,LOC101259402,AT4G01560
4081_0:0031a2,3702_0:005656,46713at3193,LOC544268,AT5G24490
4081_0:0011f8,3702_0:00086b,46776at3193,AT1G29395,AT1G29395
4081_0:0011f8,3702_0:00151c,46776at3193,AT1G29395,AT1G29390
4081_0:005f8d,3702_0:0026b1,46793at3193,LOC101252958,AT2G42700
4081_0:003ca0,3702_0:0049c8,46824at3193,LOC101267821,AT4G30320
4081_0:003ca0,3702_0:004f19,46824at3193,LOC101267821,AT4G25790
4081_0:003ca0,3702_0:005c60,46824at3193,LOC101267821,AT5G57625
4081_0:002166,3702_0:0018f7,468271at3193,LOC101259736,AT1G63220
4081_0:004326,3702_0:0018f7,468271at3193,LOC101264656,AT1G63220
4081_0:002166,3702_0:0040ec,468271at3193,LOC101259736,AT3G55470
4081_0:004326,3702_0:0040ec,468271at3193,LOC101264656,AT3G55470
4081_0:000802,3702_0:00158c,46834at3193,LOC101257313,AT1G02050
4081_0:0008bb,3702_0:00158c,46834at3193,LOC101263641,AT1G02050
4081_0:000802,3702_0:0043be,46834at3193,LOC101257313,AT4G00040
4081_0:0008bb,3702_0:0043be,46834at3193,LOC101263641,AT4G00040
4081_0:000802,3702_0:004428,46834at3193,LOC101257313,AT4G34850
4081_0:0008bb,3702_0:004428,46834at3193,LOC101263641,AT4G34850
4081_0:006357,3702_0:006ae7,468422at3193,ndhI,ndhI
4081_0:0013e6,3702_0:003339,46897at3193,LOC101261294,AT3G02260
4081_0:0031ba,3702_0:0005f6,46930at3193,LOC101258763,AT1G17680
4081_0:000132,3702_0:0015c2,46978at3193,LOC101247471,AT1G75250
4081_0:002099,3702_0:0015c2,46978at3193,LOC101244580,AT1G75250
4081_0:005db9,3702_0:0015c2,46978at3193,LOC101246607,AT1G75250
4081_0:003852,3702_0:0011c8,46995at3193,LOC101248220,AT1G78630
4081_0:005c9c,3702_0:0011c8,46995at3193,LOC101244642,AT1G78630
4081_0:001469,3702_0:003f36,470244at3193,SO,AT3G01910
4081_0:006382,3702_0:006ace,471468at3193,rpoB,rpoB
4081_0:001656,3702_0:0052b4,471485at3193,LOC101245512,AT5G67220
4081_0:001e09,3702_0:0052b4,471485at3193,LOC101247588,AT5G67220
4081_0:000efd,3702_0:00348b,471665at3193,LOC101250175,AT3G27310
4081_0:001213,3702_0:00309d,4722at3193,LOC101244917,AT3G50210
4081_0:0015e8,3702_0:00309d,4722at3193,LOC101245215,AT3G50210
4081_0:0056e7,3702_0:002605,47245at3193,LOC101265093,AT2G22610
4081_0:005fb0,3702_0:00216c,472961at3193,LOC101266005,AT2G32500
4081_0:0059f9,3702_0:0062dc,47315at3193,LOC101268533,AT5G56090
4081_0:006347,3702_0:006aab,473842at3193,rpoC2,rpoC2
4081_0:000c1a,3702_0:000a2c,47397at3193,LOC101253713,AT1G55500
4081_0:000c1a,3702_0:0032b0,47397at3193,LOC101253713,AT3G13460
4081_0:000c1a,3702_0:003c73,47397at3193,LOC101253713,AT3G03950
4081_0:000c1a,3702_0:005865,47397at3193,LOC101253713,AT5G61020
4081_0:005e80,3702_0:001637,474097at3193,LOC101243865,AT1G80140
4081_0:003f73,3702_0:0009c7,474645at3193,LOC101261638,AT1G71310
4081_0:003f73,3702_0:001221,474645at3193,LOC101261638,AT1G71310
4081_0:0010d8,3702_0:0015e3,475495at3193,LOC101246883,AT1G13980
4081_0:001211,3702_0:0015e3,475495at3193,LOC101248166,AT1G13980
4081_0:00237b,3702_0:0015e3,475495at3193,LOC101249543,AT1G13980
4081_0:002d0e,3702_0:0015e3,475495at3193,LOC101259044,AT1G13980
4081_0:0010d8,3702_0:006222,475495at3193,LOC101246883,AT5G39500
4081_0:001211,3702_0:006222,475495at3193,LOC101248166,AT5G39500
4081_0:00237b,3702_0:006222,475495at3193,LOC101249543,AT5G39500
4081_0:002d0e,3702_0:006222,475495at3193,LOC101259044,AT5G39500
4081_0:001f1b,3702_0:000f1c,47579at3193,LOC101258245,AT1G51965
4081_0:004660,3702_0:001440,47662at3193,LOC101253813,AT1G06590
4081_0:00425e,3702_0:0063c7,47678at3193,LOC101248122,AT2G26330
4081_0:000e11,3702_0:00036a,477015at3193,LOC104646027,AT1G61690
4081_0:0015af,3702_0:003b43,477637at3193,LOC101244048,AT3G57870
4081_0:00175d,3702_0:003b43,477637at3193,LOC101247296,AT3G57870
4081_0:001797,3702_0:003b43,477637at3193,LOC101256169,AT3G57870
4081_0:00288a,3702_0:003b43,477637at3193,LOC101248192,AT3G57870
4081_0:003d31,3702_0:003b43,477637at3193,LOC101255113,AT3G57870
4081_0:005ee5,3702_0:003b43,477637at3193,LOC101260621,AT3G57870
4081_0:001df4,3702_0:003297,477779at3193,LOC101263683,AT3G02370
4081_0:004f9d,3702_0:003297,477779at3193,LOC101248925,AT3G02370
4081_0:001df4,3702_0:003e70,477779at3193,LOC101263683,AT3G57360
4081_0:004f9d,3702_0:003e70,477779at3193,LOC101248925,AT3G57360
4081_0:000052,3702_0:003c8b,47821at3193,LOC101259480,AT3G62140
4081_0:000ed3,3702_0:0001a7,47836at3193,LOC101249514,AT1G62490
4081_0:0021c2,3702_0:0001a7,47836at3193,LOC101268097,AT1G62490
4081_0:0022db,3702_0:0001a7,47836at3193,LOC101267803,AT1G62490
4081_0:00231b,3702_0:0001a7,47836at3193,LOC101266934,AT1G62490
4081_0:0023de,3702_0:0001a7,47836at3193,LOC104647052,AT1G62490
4081_0:0024f4,3702_0:0001a7,47836at3193,LOC101255083,AT1G62490
4081_0:0026ff,3702_0:0001a7,47836at3193,LOC104647140,AT1G62490
4081_0:0059da,3702_0:0001a7,47836at3193,LOC101258025,AT1G62490
4081_0:005f6b,3702_0:0001a7,47836at3193,LOC101253358,AT1G62490
4081_0:000ed3,3702_0:0006c4,47836at3193,LOC101249514,AT1G61960
4081_0:0021c2,3702_0:0006c4,47836at3193,LOC101268097,AT1G61960
